ID;ALIMENTO;C3;C4;C5;C6;C7;C8;C9;C10
19874;FRZ NVL, KLONDIKE,SLIM-A-BEAR FUDG BR,98% FT FR,NO SGR ADDED;124;63,51;4,31;1,88;30,07;7,099999905;6;0,23
19875;ICE CREAMS,BREYERS,ALL NAT LT VANILLA;162;64,89;4,84;4,59;25,3;22,78000069;0,2;0,38
19876;ICE CREAMS,BREYERS,ALL NAT LT FRENCH VANILLA;173;62,71;4,82;5,56;26,03;21,11000061;0,2;0,88
19877;ICE CREAMS,BREYERS,98% FAT FREE VANILLA;137;63,42;3,3;2,2;30,51;20,93000031;5,4;0,57
19878;ICE CREAMS,BREYERS,ALL NAT LT VANILLA CHOC STRAWBERRY;161;63,32;4,69;4,35;26,06;22,46999931;0,4;1,58
19879;ICE CREAMS,BREYERS,ALL NAT LT MINT CHOC CHIP;196;59,11;4,69;7,09;28,39;25,37999916;0,6;0,72
19880;ICE CREAMS,BREYERS,NO SUGAR ADDED,BUTTER PECAN;180;63,52;3,99;10,3;21,3;5,900000095;0,9;0,89
19881;ICE CREAMS,BREYERS,NO SUGAR ADDED,FRENCH VANILLA;154;66,48;4,5;7,05;20,75;7,699999809;0,5;1,22
19882;ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA;143;67,86;3,68;6,2;21,92;6,090000153;0,5;0,84
19883;ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA FUDGE TWIRL;153;64,4;3,53;5,68;25,63;5,489999771;0,8;0,76
19884;ICE CREAMS,BREYERS,NO SUGAR ADDED,VANILLA CHOC STRAWBERRY;143;67,34;3,71;6,26;21,7;6,150000095;0,7;0,99
19885;FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA CONE;222;46,57;3,72;4;44,75;24,75;3,8;0,96
19886;FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC CONE;224;45,51;4,09;4,1;45,32;24,62000084;4,3;0,98
19887;FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR VANILLA SNDWCH;211;46,65;5,96;2,34;44,2;21,81999969;4,3;0,85
19888;FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR CHOC SNDWCH;212;46,53;6,21;2,43;44,12;21,5;4,8;0,71
19889;FROZEN NOVELTIES,KLONDIKE,SLIM-A-BEAR MINT SNDWCH;210;46,65;5,96;2,34;44,16;21,80999947;4,3;0,85
19890;FROZEN NOVL,KLONDIKE,SLIM-A-BEAR,NO SGR ADDED,STICKLESS BAR;224;54,69;5,16;11,93;27,09;8,640000343;4,8;1,13
19891;FROZEN NOVELTIES,NO SUGAR ADDED CREAMSICLE POPS;57;82,38;1,78;0,86;14,54;2,75;0,3;0,44
19892;FROZEN NOVELTIES,SUGAR FREE,CREAMSICLE POPS;49;83,91;1,37;2,33;11,95;0,430000007;7,5;0,44
19893;ICE CREAMS,BREYERS,ALL NAT LT FRENCH CHOC;201;56,58;5,3;7,28;29,68;24,04000092;1;1,16
19894;ICE CREAMS,BREYERS,98% FAT FREE CHOC;136;63,2;3,89;2,17;30,18;20,29000092;5,8;0,56
19895;ICE CREAMS,BREYERS,NO SUGAR ADDED,CHOC CARAMEL;151;64,71;3,54;5,8;25,17;5,809999943;1;0,78
19896;CANDIES,REESE'S FAST BREAK,CANDY BAR;495;1,66;8,93;23,21;63,9;53,56999969;3,6;2,3
20001;AMARANTH;374;9,84;14,45;6,51;66,17;;9,3;3,04
20003;ARROWROOT FLOUR;357;11,37;0,3;0,1;88,15;;3,4;0,08
20004;BARLEY;354;9,44;12,48;2,3;73,48;0,800000012;17,3;2,29
20005;BARLEY,PEARLED,RAW;352;10,09;9,91;1,16;77,72;0,800000012;15,6;1,11
20006;BARLEY,PEARLED,COOKED;123;68,8;2,26;0,44;28,22;0,280000001;3,8;0,27
20008;BUCKWHEAT;343;9,75;13,25;3,4;71,5;;10;2,1
20009;BUCKWHEAT GROATS,RSTD,DRY;346;8,41;11,73;2,71;74,95;;10,3;2,2
20010;BUCKWHEAT GROATS,RSTD,CKD;92;75,63;3,38;0,62;19,94;0,899999976;2,7;0,43
20011;BUCKWHEAT FLR,WHOLE-GROAT;335;11,15;12,62;3,1;70,59;2,599999905;10;2,54
20012;BULGUR,DRY;342;9;12,29;1,33;75,87;0,409999996;18,3;1,51
20013;BULGUR,COOKED;83;77,76;3,08;0,24;18,58;0,100000001;4,5;0,34
20014;CORN,YELLOW;365;10,37;9,42;4,74;74,26;0,639999986;7,3;1,2
20015;CORN BRAN,CRUDE;224;4,71;8,36;0,92;85,64;0;79;0,36
20016;CORN FLR,WHOLE-GRAIN,YEL;361;10,91;6,93;3,86;76,85;0,639999986;13,4;1,45
20017;CORN FLOUR,MASA,ENRICHED;365;9,03;9,34;3,78;76,27;0,639999986;9,6;1,57
20018;CORN FLR,DEGERMED,UNENR,YEL;375;9,81;5,59;1,39;82,75;0,639999986;1,9;0,46
20020;CORNMEAL,WHOLE-GRAIN,YEL;362;10,26;8,12;3,59;76,89;0,639999986;7,3;1,13
20022;CORNMEAL,DEGERMED,ENR,YEL;366;11,59;8,48;1,65;77,68;0,639999986;7,4;0,6
20023;CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,YEL;334;12,59;8,28;3,4;70,28;;6,7;5,45
20024;CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,YEL;348;10,33;8,41;2,85;73,43;;6,3;4,98
20025;CORNMEAL,SELF-RISING,DEGERMED,ENR,YEL;355;10,17;8,41;1,72;74,79;;7,1;4,91
20027;CORNSTARCH;381;8,32;0,26;0,05;91,27;0;0,9;0,09
20028;COUSCOUS,DRY;376;8,56;12,76;0,64;77,43;;5;0,62
20029;COUSCOUS,COOKED;112;72,57;3,79;0,16;23,22;0,100000001;1,4;0,26
20030;HOMINY,CANNED,WHITE;72;82,53;1,48;0,88;14,26;1,820000052;2,5;0,86
20031;MILLET,RAW;378;8,67;11,02;4,22;72,85;;8,5;3,25
20032;MILLET,COOKED;119;71,41;3,51;1;23,67;0,129999995;1,3;0,41
20033;OAT BRAN,RAW;246;6,55;17,3;7,03;66,22;1,450000048;15,4;2,89
20034;OAT BRAN,COOKED;40;84;3,21;0,86;11,44;;2,6;0,49
20035;QUINOA;374;9,3;13,1;5,8;68,9;;5,9;2,9
20036;RICE,BROWN,LONG-GRAIN,RAW;370;10,37;7,94;2,92;77,24;0,850000024;3,5;1,53
20037;RICE,BROWN,LONG-GRAIN,CKD;111;73,09;2,58;0,9;22,96;0,349999994;1,8;0,46
20038;OATS;389;8,22;16,89;6,9;66,27;;10,6;1,72
20040;RICE,BROWN,MEDIUM-GRAIN,RAW;362;12,37;7,5;2,68;76,17;;3,4;1,27
20041;RICE,BROWN,MEDIUM-GRAIN,CKD;112;72,96;2,32;0,83;23,51;;1,8;0,39
20044;RICE,WHITE,LONG-GRAIN,REG,RAW,ENR;365;11,62;7,13;0,66;79,95;0,119999997;1,3;0,64
20045;RICE,WHITE,LONG-GRAIN,REG,CKD;130;68,44;2,69;0,28;28,17;0,050000001;0,4;0,41
20046;RICE,WHITE,LONG-GRAIN,PARBLD,ENR,DRY;374;9,7;8,11;1,04;80,43;0,330000013;2,2;0,72
20047;RICE,WHITE,LONG-GRAIN,PARBLD,ENR,CKD;123;70,36;2,91;0,37;26,05;0,109999999;0,9;0,3
20048;RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,DRY;380;8,38;7,82;0,94;82,32;0,050000001;1,9;0,53
20049;RICE,WHITE,LONG-GRAIN,PRECKD OR INST,ENR,PREP;117;72;2,18;0,5;25,1;0;0,6;0,22
20050;RICE,WHITE,MEDIUM-GRAIN,RAW,ENR;360;12,89;6,61;0,58;79,34;;1,4;0,58
20051;RICE,WHITE,MEDIUM-GRAIN,CKD;130;68,61;2,38;0,21;28,59;;0,3;0,21
20052;RICE,WHITE,SHORT-GRAIN,RAW;358;13,29;6,5;0,52;79,15;;2,8;0,54
20053;RICE,WHITE,SHORT-GRAIN,CKD;130;68,53;2,36;0,19;28,73;;;0,2
20054;RICE,WHITE,GLUTINOUS,RAW;370;10,46;6,81;0,55;81,68;;2,8;0,49
20055;RICE,WHITE,GLUTINOUS,CKD;97;76,63;2,02;0,19;21,09;0,050000001;1;0,07
20056;RICE,WHITE,WITH PASTA,DRY;368;7,13;9,37;2,44;75,32;;;5,75
20057;RICE,WHITE,W/PASTA,CKD;122;71,74;2,54;2,82;21,43;;2,5;1,47
20060;RICE BRAN,CRUDE;316;6,13;13,35;20,85;49,69;0,899999976;21;9,98
20061;RICE FLOUR,WHITE;366;11,89;5,95;1,42;80,13;0,119999997;2,4;0,61
20062;RYE;335;10,95;14,76;2,5;69,76;1,039999962;14,6;2,02
20063;RYE FLOUR,DARK;324;11,07;14,03;2,69;68,74;1,039999962;22,6;3,47
20064;RYE FLOUR,MEDIUM;354;9,85;9,39;1,77;77,49;1,039999962;14,6;1,5
20065;RYE FLOUR,LIGHT;367;8,78;8,39;1,36;80,23;1,039999962;14,6;1,24
20066;SEMOLINA,ENRICHED;360;12,67;12,68;1,05;72,83;;3,9;0,77
20067;SORGHUM;339;9,2;11,3;3,3;74,63;;6,3;1,57
20068;TAPIOCA,PEARL,DRY;358;10,99;0,19;0,02;88,69;3,349999905;0,9;0,11
20069;TRITICALE;336;10,51;13,05;2,09;72,13;;;2,23
20070;TRITICALE FLR,WHOLE-GRAIN;338;10,01;13,18;1,81;73,14;;14,6;1,85
20071;WHEAT,HARD RED SPRING;329;12,76;15,4;1,92;68,03;0,409999996;12,2;1,89
20072;WHEAT,HARD RED WINTER;327;13,1;12,61;1,54;71,18;0,409999996;12,2;1,57
20073;WHEAT,SOFT RED WINTER;331;12,17;10,35;1,56;74,24;0,409999996;12,5;1,68
20074;WHEAT,HARD WHITE;342;9,57;11,31;1,71;75,9;0,409999996;12,2;1,52
20075;WHEAT,SOFT WHITE;340;10,42;10,69;1,99;75,36;0,409999996;12,7;1,54
20076;WHEAT,DURUM;339;10,94;13,68;2,47;71,13;;;1,78
20077;WHEAT BRAN,CRUDE;216;9,89;15,55;4,25;64,51;0,409999996;42,8;5,79
20078;WHEAT GERM,CRUDE;360;11,12;23,15;9,72;51,8;;13,2;4,21
20080;WHEAT FLOUR,WHOLE-GRAIN;339;10,27;13,7;1,87;72,57;0,409999996;12,2;1,6
20081;WHEAT FLR,WHITE,ALL-PURPOSE,ENR,BLEACHED;364;11,92;10,33;0,98;76,31;0,270000011;2,7;0,47
20082;WHEAT FLR,WHITE,ALL-PURPOSE,SELF-RISING,ENR;354;10,59;9,89;0,97;74,22;0,219999999;2,7;4,33
20083;WHEAT FLR,WHITE,BREAD,ENR;361;13,36;11,98;1,66;72,53;0,310000002;2,4;0,47
20084;WHEAT FLR,WHITE,CAKE,ENR;362;12,51;8,2;0,86;78,03;0,310000002;1,7;0,39
20086;WHEAT FLR,WHITE,TORTILLA MIX,ENR;405;10,08;9,66;10,63;67,14;;;2,49
20087;WHEAT,SPROUTED;198;47,75;7,49;1,27;42,53;;1,1;0,96
20088;WILD RICE,RAW;357;7,76;14,73;1,08;74,9;2,5;6,2;1,53
20089;WILD RICE,COOKED;101;73,93;3,99;0,34;21,34;0,730000019;1,8;0,4
20090;RICE FLOUR,BROWN;363;11,97;7,23;2,78;76,48;0,850000024;4,6;1,54
20091;PASTA,CORN,DRY;357;10;7,46;2,08;79,26;;11;1,2
20092;PASTA,CORN,COOKED;126;68,31;2,63;0,73;27,91;;4,8;0,42
20093;PASTA,FRESH-REFRIGERATED,PLN,AS PURCHASED;288;31;11,31;2,3;54,73;;;0,66
20094;PASTA,FRESH-REFRIGERATED,PLN,CKD;131;68,56;5,15;1,05;24,93;;;0,3
20095;PASTA,FRESH-REFRIGERATED,SPINACH,AS PURCHASED;289;30,1;11,26;2,1;55,72;;;0,82
20096;PASTA,FRESH-REFRIGERATED,SPINACH,CKD;130;68,58;5,06;0,94;25,04;;;0,37
20097;PASTA,HOMEMADE,MADE W/EGG,CKD;130;68,71;5,28;1,74;23,54;;;0,73
20098;PASTA,HOMEMADE,MADE WO/EGG,CKD;124;68,86;4,37;0,98;25,12;;;0,66
20099;MACARONI,DRY,ENR;371;9,9;13,04;1,51;74,67;1,769999981;3,2;0,88
20100;MACARONI,COOKED,ENRICHED;158;62,13;5,8;0,93;30,86;0,560000002;1,8;0,27
20101;MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 5.70);375;9,23;19,86;2,23;67,56;;2,4;1,12
20102;MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 5.70);164;59,73;8,08;0,21;31,66;;;0,31
20105;MACARONI,VEG,DRY,ENR;367;9,89;13,14;1,04;74,88;;4,3;1,05
20106;MACARONI,VEG,CKD,ENR;128;68,37;4,53;0,11;26,61;0,819999993;4,3;0,38
20107;MACARONI,WHOLE-WHEAT,DRY;348;7,34;14,63;1,4;75,03;;8,3;1,6
20108;MACARONI,WHOLE-WHEAT,CKD;124;67,15;5,33;0,54;26,54;0,800000012;2,8;0,44
20109;NOODLES,EGG,DRY,ENRICHED;384;9,01;14,16;4,44;71,27;1,879999995;3,3;1,12
20110;NOODLES,EGG,CKD,ENR;138;67,73;4,54;2,07;25,16;0,400000006;1,2;0,5
20111;NOODLES,EGG,SPINACH,DRY,ENR;382;8,72;14,61;4,55;70,32;;6,8;1,79
20112;NOODLES,EGG,SPINACH,CKD,ENR;132;68,52;5,04;1,57;24,25;0,400000006;2,3;0,62
20113;NOODLES,CHINESE,CHOW MEIN;527;0,73;8,38;30,76;57,54;0,25999999;3,9;2,6
20114;NOODLES,JAPANESE,SOBA,DRY;336;6,88;14,38;0,71;74,62;;;3,41
20115;NOODLES,JAPANESE,SOBA,CKD;99;73,01;5,06;0,1;21,44;;;0,39
20116;NOODLES,JAPANESE,SOMEN,DRY;356;9,21;11,35;0,81;74,1;;4,3;4,54
20117;NOODLES,JAPANESE,SOMEN,CKD;131;67,91;4;0,18;27,54;;;0,36
20120;SPAGHETTI,DRY,ENRICHED;371;9,9;13,04;1,51;74,67;1,769999981;3,2;0,88
20121;SPAGHETTI,CKD,ENR,WO/ SALT;158;62,13;5,8;0,93;30,86;0,560000002;1,8;0,27
20122;SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 5.70);375;9,23;19,86;2,23;67,56;;;1,12
20123;SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 5.70);164;59,73;8,08;0,21;31,66;;1,7;0,31
20124;SPAGHETTI,WHOLE-WHEAT,DRY;348;7,34;14,63;1,4;75,03;;;1,6
20125;SPAGHETTI,WHOLE-WHEAT,CKD;124;67,15;5,33;0,54;26,54;0,800000012;4,5;0,44
20126;SPAGHETTI,SPINACH,DRY;372;8,34;13,35;1,57;74,81;0,129999995;10,6;1,93
20127;SPAGHETTI,SPINACH,COOKED;130;68,14;4,58;0,63;26,15;;;0,5
20129;WHEAT FLOURS,BREAD,UNENR;361;13,36;11,98;1,66;72,53;0,310000002;2,4;0,47
20130;BARLEY FLOUR OR MEAL;345;12,11;10,5;1,6;74,52;0,800000012;10,1;1,28
20131;BARLEY MALT FLR;361;8,21;10,28;1,84;78,3;0,800000012;7,1;1,37
20132;OAT FLR,PART DEBRANNED;404;8,55;14,66;9,12;65,7;0,800000012;6,5;1,97
20133;RICE NOODLES,DRY;364;11,91;3,44;0,56;83,24;;1,6;0,85
20134;RICE NOODLES,COOKED;109;73,82;0,91;0,2;24,9;;1;0,18
20301;MACARONI,PROTEIN-FORTIFIED,DRY,ENR,(N X 6.25);374;9,23;21,78;2,23;65,65;;2,4;1,12
20302;MACARONI,PROTEIN-FORTIFIED,CKD,ENR,(N X 6.25);164;59,73;8,86;0,21;30,88;;1,5;0,31
20310;NOODLES,EGG,CKD,ENR,W/ SALT;138;67,73;4,54;2,07;25,16;0,400000006;1,2;0,5
20314;CORN,WHITE;365;10,37;9,42;4,74;74,26;;;1,2
20316;CORN FLR,WHOLE-GRAIN,WHITE;361;10,91;6,93;3,86;76,85;0,639999986;9,6;1,45
20317;CORN FLR,MASA,ENR,YEL;365;9,03;9,34;3,78;76,27;;;1,57
20320;CORNMEAL,WHOLE-GRAIN,WHITE;362;10,26;8,12;3,59;76,89;0,639999986;7,3;1,13
20321;SPAGHETTI,CKD,ENR,W/ SALT;157;62,13;5,8;0,93;30,59;0,560000002;1,8;0,55
20322;CORNMEAL,DEGERMED,ENR,WHITE;366;11,59;8,48;1,65;77,68;0,639999986;7,4;0,6
20323;CORNMEAL,SELF-RISING,BOLTED,PLN,ENR,WHITE;334;12,59;8,28;3,4;70,28;;6,7;5,45
20324;CORNMEAL,SELF-RISING,BOLTED,W/WHEAT FLR,ENR,WHITE;348;10,33;8,41;2,85;73,43;;6,3;4,98
20325;CORNMEAL,SELF-RISING,DEGERMED,ENR,WHITE;355;10,17;8,41;1,72;74,79;;7,1;4,91
20330;HOMINY,CANNED,YELLOW;72;82,53;1,48;0,88;14,26;;2,5;0,86
20345;RICE,WHITE,LONG-GRAIN,REG,CKD,ENR,W/SALT;130;68,44;2,69;0,28;28,17;0,050000001;0,4;0,41
20381;WHEAT FLR,WHITE,ALL-PURPOSE,ENR,CALCIUM-FORTIFIED;364;11,92;10,33;0,98;76,31;;2,7;0,47
20400;MACARONI,CKD,UNENR;158;62,13;5,8;0,93;30,86;0,560000002;1,8;0,27
20409;NOODLES,EGG,DRY,UNENR;384;9,01;14,16;4,44;71,27;1,879999995;3,3;1,12
20410;NOODLES,EGG,CKD,UNENR,WO/ SALT;138;67,73;4,54;2,07;25,16;0,400000006;1,2;0,5
20420;SPAGHETTI,DRY,UNENRICHED;371;9,9;13,04;1,51;74,67;1,769999981;3,2;0,88
20421;SPAGHETTI,CKD,UNENR,WO/ SALT;158;62,13;5,8;0,93;30,86;0,560000002;1,8;0,27
20422;CORNMEAL,DEGERMED,UNENR,YEL;366;11,59;8,48;1,65;77,68;0,639999986;7,4;0,6
20444;RICE,WHITE,LONG-GRAIN,REG,RAW,UNENR;365;11,62;7,13;0,66;79,95;0,119999997;1,3;0,64
20445;RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,WO/SALT;130;68,44;2,69;0,28;28,17;0,050000001;0,4;0,41
20446;RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,DRY;374;9,7;8,11;1,04;80,43;0,330000013;2,2;0,72
20447;RICE,WHITE,LONG-GRAIN,PARBLD,UNENR,CKD;123;70,36;2,91;0,37;26,05;0,109999999;0,9;0,3
20450;RICE,WHITE,MEDIUM-GRAIN,RAW,UNENR;360;12,89;6,61;0,58;79,34;;;0,58
20451;RICE,WHITE,MEDIUM-GRAIN,CKD,UNENR;130;68,61;2,38;0,21;28,59;;;0,21
20452;RICE,WHITE,SHORT-GRAIN,RAW,UNENR;358;13,29;6,5;0,52;79,15;;;0,54
20453;RICE,WHITE,SHORT-GRAIN,CKD,UNENR;130;68,53;2,36;0,19;28,73;;;0,2
20466;SEMOLINA,UNENRICHED;360;12,67;12,68;1,05;72,83;;3,9;0,77
20481;WHEAT FLR,WHITE,ALL-PURPOSE,UNENR;364;11,92;10,33;0,98;76,31;0,270000011;2,7;0,47
20499;MACARONI,DRY,UNENRICHED;371;9,9;13,04;1,51;74,67;1,769999981;3,2;0,88
20510;NOODLES,EGG,CKD,UNENR,W/ SALT;138;67,73;4,54;2,07;25,16;0,400000006;1,2;0,5
20521;SPAGHETTI,CKD,UNENR,W/ SALT;157;62,13;5,8;0,93;30,59;0,560000002;1,8;0,55
20522;CORNMEAL,DEGERMED,UNENR,WHITE;366;11,59;8,48;1,65;77,68;0,639999986;7,4;0,6
20523;SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 6.25);164;59,73;8,86;0,21;30,88;;2;0,31
20545;RICE,WHITE,LONG-GRAIN,REG,CKD,UNENR,W/SALT;130;68,44;2,69;0,28;28,17;0,050000001;0,4;0,41
20581;WHEAT FLR,WHITE,ALL-PURPOSE,ENR,UNBLEACHED;364;11,92;10,33;0,98;76,31;0,270000011;2,7;0,47
20622;SPAGHETTI,PROTEIN-FORTIFIED,DRY,ENR (N X 6.25);374;9,23;21,78;2,23;65,65;;2,4;1,12
20623;WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,ENR;367;11,85;8,89;1,43;77,32;0,540000021;;0,51
20624;WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,UNENR;367;11,85;8,89;1,43;77,32;0,540000021;;0,51
20628;WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,ENR;366;12,01;9,71;1,48;76,22;0,49000001;;0,58
20629;WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,UNENR;366;12,01;9,71;1,48;76,22;0,49000001;;0,58
20630;WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,UNBLEACHED,ENR;366;12,01;9,71;1,48;76,22;0,49000001;;0,58
20634;WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,BLEACHED,ENR;363;12,68;11,5;1,45;73,81;1,120000005;;0,55
20635;WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,BLEACHED,UNENR;363;12,68;11,5;1,45;73,81;1,120000005;;0,55
20636;WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,UNBLEACHED,ENR;363;12,68;11,5;1,45;73,81;1,120000005;;0,55
20640;WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,ENR;362;12,82;13,07;1,38;72,2;1,100000024;;0,53
20641;WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,UNENR;362;12,82;13,07;1,38;72,2;1,100000024;;0,53
20645;WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,ENR;362;12,85;15,33;1,41;69,88;0,920000017;;0,53
20646;WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,UNENR;362;12,85;15,33;1,41;69,88;0,920000017;;0,53
21002;FAST FOODS  BISCUIT  W/ EGG;274;50,06;8,53;16,23;23,46;;0,6;1,77
21003;FAST FOODS,BISCUIT,W/EGG&BACON;305;46,67;11,33;20,73;19,06;1,850000024;0,5;2,4
21004;FAST FOODS,BISCUIT,W/EGG&HAM;240;54,66;10,64;14,08;18,31;1,610000014;0,4;2,31
21005;BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE;323;42,9;10,64;21,5;22,86;1,820000052;0,5;2,1
21006;BREAKFAST ITEMS,BISCUIT W/EGG&STEAK;277;52,51;12,12;19,21;14,37;;;1,78
21007;FAST FOODS,BISCUIT,W/EGG,CHS,&BACON;331;41,2;11,29;21,8;23,21;;;2,5
21008;FAST FOODS,BISCUIT,W/HAM;342;28,4;11,85;16,3;38,75;2,779999971;0,7;4,7
21009;FAST FOODS,BISCUIT,W/SAUSAGE;391;29,3;9,77;25,63;32,29;2,319999933;1,1;3
21011;FAST FOODS,CROISSANT,W/EGG&CHS;290;45,47;10,07;19,45;19,14;;;2,56
21012;FAST FOODS,CROISSANT,W/EGG,CHS,&BACON;320;43,92;12,58;21,98;18,33;;;2,74
21013;FAST FOODS,CROISSANT,W/EGG,CHS,&HAM;312;51,14;12,45;22,09;15,92;;;2,48
21014;FAST FOODS,CROISSANT,W/EGG,CHS,&SAUSAGE;327;45,87;12,69;23,85;15,45;;;2,27
21015;FAST FOODS,DANISH PASTRY,CHS;388;33,8;6,41;27,06;31,53;;;1,2
21016;FAST FOODS,DANISH PASTRY,CINN;397;20,9;5,46;19;53,24;;;1,4
21017;FAST FOODS,DANISH PASTRY,FRUIT;356;29;5,06;16,95;47,94;;;1,04
21018;FAST FOODS,EGG,SCRAMBLED;212;66,7;13,84;16,18;2,08;1,519999981;0;1,2
21019;FAST FOODS,ENG MUFFIN,W/BUTTER;300;32,63;7,73;9,14;48,19;;;2,3
21020;FAST FOODS,ENG MUFFIN,W/CHS&SAUSAGE;342;37,7;13,34;21,1;25,36;1,059999943;1,3;2,5
21021;FAST FOODS,ENG MUFFIN,W/EGG,CHS,&CANADIAN BACON;211;56,78;12,18;9,19;19,52;2,00999999;1,1;2,33
21022;FAST FOODS,ENG MUFFIN,W/EGG,CHS,&SAUSAGE;295;47,4;13,13;18,7;18,77;;;2
21023;BREAKFAST ITEMS,FRENCH TOAST W/BUTTER;264;50,72;7,66;13,9;26,7;;;1,02
21024;FAST FOODS,FRENCH TOAST STKS;364;29,96;5,87;20,6;41,03;18,71999931;1,9;2,54
21025;FAST FOODS,PANCAKES W/BUTTER&SYRUP;224;49,72;3,56;6,03;39,18;;;1,51
21026;FAST FOODS,POTATOES,HASHED BROWN;210;60,14;2,7;12,8;22,43;;;1,92
21027;FAST FOODS,BROWNIE;405;12,65;4,57;16,84;64,95;;;1
21028;FAST FOODS,ICE MILK,VANILLA,SOFT-SERVE,W/CONE;159;65,47;3,78;5,94;23,41;16,45000076;0,1;1,4
21029;FAST FOODS,COOKIES,ANIMAL CRACKERS;446;3,75;6,18;13,43;75,33;;;1,31
21030;FAST FOODS,COOKIES,CHOC CHIP;423;5,36;5,25;22,08;65,86;;;1,44
21032;FAST FOODS,SUNDAE,CARAMEL;196;56,5;4,71;5,98;31,81;;0;1
21033;FAST FOODS,SUNDAE,HOT FUDGE;180;59,7;3,57;5,46;30,17;;0;1,1
21034;FAST FOODS,SUNDAE,STRAWBERRY;175;60,9;4,09;5,13;29,18;;0;0,7
21035;FAST FOODS,CHICK,BREADED&FRIED,DK MEAT (DRUMSTK OR THIGH);291;48,99;20,32;18,04;10,61;;;2,05
21036;FAST FOODS,CHICK,BREADED&FRIED,LT MEAT (BREAST OR WING);303;45,7;21,91;18,11;12,01;;;2,27
21042;FAST FOODS,CHILI CON CARNE;101;76,7;9,73;3,27;8,67;;;1,64
21043;FAST FOODS,CLAMS,BREADED&FRIED;392;29,2;11,15;22,96;33,75;;;2,95
21046;ENTREES,CRAB CAKE;266;53,38;18,75;17,25;8,52;;0,4;2,1
21047;ENTREES,FISH FILLET,BATTERED OR BREADED,&FRIED;232;53,57;14,66;12,29;16,97;;0,5;2,51
21048;FAST FOODS,OYSTERS,BATTERED OR BREADED,&FRIED;265;47,97;9,02;12,9;28,69;;;1,41
21052;FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG;16;95,51;1,25;0,07;3,22;;;0,53
21053;FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHS&EGG;47;90,46;4,04;2,67;2,19;;;0,76
21054;FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/CHICK;48;87,05;8;1;1,71;;;0,7
21055;FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/PASTA&SEAFOOD;91;80,37;3,94;5;7,67;;;1,12
21056;FAST FOODS,SALAD,VEG,TOSSED,WO/DRSNG,W/SHRIMP;45;89,1;6,15;1,05;2,8;;;0,9
21057;FAST FOODS,SALAD,VEG TOSSED,WO/DRSNG,W/TURKEY,HAM&CHS;82;82,45;7,98;4,93;1,45;;;1,29
21058;FAST FOODS,SCALLOPS,BREADED&FRIED;268;48,01;10,94;13,47;26,73;;;0,85
21059;FAST FOODS,SHRIMP,BREADED&FRIED;277;47,82;11,51;15,18;24,39;;;1,1
21060;FAST FOODS,BURRITO,W/BNS;206;52,53;6,48;6,22;32,92;;;1,85
21061;FAST FOODS,BURRITO,W/BNS&CHS;203;53,91;8,1;6,29;29,55;;;2,15
21062;FAST FOODS,BURRITO,W/BNS&CHILI PEPPERS;202;54,37;8,03;7,19;28,47;;;1,94
21063;FAST FOODS,BURRITO,W/BNS&MEAT;220;51,89;9,73;7,71;28,58;;;2,09
21064;FAST FOODS,BURRITO,W/BNS,CHS,&BF;163;64,94;7,18;6,55;19,55;;;1,77
