ID;ALIMENTO;C3;C4;C5;C6;C7;C8;C9;C10
06203;SOUP,PROGRESSO HEALTHY CLASSICS CRM OF BROCCOLI,CND,RTS;36;92;0,97;1,15;5,46;;1;0,63
06204;SOUP,PROGRESSO HEALTHY CLASSICS LENTIL,CND,RTS;52;88,02;3,22;0,62;8,39;;2,3;0,97
06205;SOUP,PROG HEALTHY CLASSICS NEW ENGLAND CLAM CHOWDER,CND,RTS;48;89,15;2,13;0,81;8,11;;0,5;0,76
06206;SOUP,PROGRESSO HEALTHY CLASSICS MINESTRONE,CND,RTS;51;86,67;1,98;1,05;8,44;;0,5;0,89
06207;SOUP,PROGRESSO HEALTHY CLASSICS VEG,CND,RTS;34;91;1,76;0,54;5,56;;0,6;0,63
06208;SOUP,CHICK VEG W/POTATO&CHS,CHUNKY,RTS;65;87,9;1,16;4,46;5,2;0,639999986;0,3;1,31
06210;SOUP,CRM OF CELERY,CND,PREP W/EQ VOLUME MILK,COMM;66;86,46;2,29;3,91;5,86;;0,3;1,49
06211;SOUP,CHS,CND,PREP W/EQ VOLUME MILK,COMM;92;82,44;3,77;5,8;6,47;;0,4;1,52
06216;SOUP,CRM OF CHICK,PREP W/EQ VOLUME MILK,COMM;77;84,83;3,01;4,62;6,04;;0,1;1,51
06217;SOUP,VEG,CND,LO NA,COND;65;82,79;2,2;0,9;12,11;4,309999943;2,1;2
06230;SOUP,CLAM CHOWDER,NEW ENGLAND,CND,PREP W/EQ VOLUME MILK,COMM;66;85,23;3,82;2,66;6,7;3,00999999;0,6;1,6
06243;SOUP,CRM OF MUSHROOM,CND,PREP W/EQ VOLUME MILK,COMM;82;84,56;2,44;5,48;6,05;3,769999981;0,2;1,47
06246;SOUP,CRM OF ONION,CND,PREP W/EQ VOLUME MILK,COMM;75;84,5;2,74;3,78;7,4;;0,3;1,5
06248;SOUP,OYSTER STEW,CND,PREP W/EQ VOLUME MILK,COMM;55;88,94;2,51;3,24;3,99;;0;1,34
06249;SOUP,PEA,GRN,CND,PREP W/EQ VOLUME MILK,COMM;94;77,93;4,97;2,77;12,69;;1,1;1,65
06253;SOUP,CRM OF POTATO,CND,PREP W/EQ VOLUME MILK,COMM;60;86,67;2,33;2,6;6,92;;0,2;1,47
06256;SOUP,CRM OF SHRIMP,CND,PREP W/EQ VOLUME MILK,COMM;66;86,4;2,75;3,75;5,61;3,190000057;0,1;1,5
06257;SAUCE,LA VICTORIA,LA VICTORIA RED TACO SAU,MILD;42;87,62;1,34;0,42;8,21;6,159999847;0,5;2,41
06258;SAUCE,LA VICTORIA,LA VICTORIA RED TACO SAU,MED;42;87,62;1,34;0,42;8,21;6,159999847;0,6;2,41
06259;SAUCE,LA VICTORIA,LA VICTORIA GRN TACO SAU,MILD;30;90,98;0,79;0,36;5,82;2,390000105;0,6;2,05
06260;SAUCE,LA VICTORIA,LA VICTORIA GRN TACO SAU,MED;30;90,98;0,79;0,36;5,82;2,390000105;0,6;2,05
06261;SAUCE,LA VICTORIA,SALSA BRAVA,HOT;40;88,67;1,36;1,11;6,16;3,329999924;0,3;2,7
06262;SAUCE,LA VICTORIA,LA VICTORIA SALSA VICTORIA,HOT;24;92,41;0,92;0,27;4,43;2,069999933;0,7;1,97
06263;SAUCE,LA VICTORIA,LA VICTORIA SALSA RANCHERA,HOT;30;91;1,29;0,3;5,44;2,650000095;0,2;1,97
06265;SAUCE,LA VICTORIA,LA VICTORIA SALSA PICANTE,MILD;27;91,53;1,19;0,29;4,82;2,950000048;0,3;2,17
06266;SAUCE,LA VICTORIA,LA VICTORIA SALSA PICANTE,MED;28;91,53;1,22;0,34;4,97;3,019999981;0,5;1,94
06267;SAUCE,LA VICTORIA,LA VICTORIA SALSA SUPREMA,MILD;27;91,47;0,79;0,3;5,4;3,069999933;0,6;2,04
06268;SAUCE,LA VICTORIA,LA VICTORIA SALSA SUPREMA,MED;26;91,88;1,16;0,26;4,65;3,24000001;0,8;2,05
06269;SAUCE,LA VICTORIA,LA VICTORIA GRN CHILE SALSA,MILD;25;92,07;1,3;0,25;4,3;1,519999981;0,4;2,08
06270;SAUCE,LA VICTORIA,LA VICTORIA THICK 'N CHUNKY SALSA,MILD;26;92,08;0,88;0,29;4,88;3,579999924;0,8;1,87
06271;SAUCE,LA VICTORIA,LA VICTORIA THICK 'N CHUNKY SALSA,MED;25;92,07;1,19;0,34;4,39;3,119999886;0,9;2,01
06272;SAUCE,LA VICTORIA,LA VICTORIA THICK 'N CHUNKY SALSA,HOT;28;91,7;1,53;0,35;4,63;3,329999924;0,5;1,79
06273;SAUCE,LA VICTORIA,GRN SALSA JALAPENA;32;91,28;0,92;1,09;4,7;2;0,9;2,01
06274;SAUCE,LA VICTORIA,RED SALSA JALAPENA;40;88,74;1,45;0,59;7,24;3,970000029;1,3;1,98
06275;SAUCE,LA VICTORIA,LA VICTORIA ENCHILADA SAU;33;91,87;0,32;1,45;4,62;1,039999962;0,7;1,74
06276;SAUCE,LA VICTORIA,MOLE POBLANO;421;6,22;14,5;18,14;49,82;19,31999969;16,1;11,32
06277;SAUCE,LA VICTORIA,CHEDDAR CHS SAU;161;72,87;1,86;13,05;9,07;2,930000067;0;3,15
06278;SAUCE,LA VICTORIA,NACHO CHS SAU W/JALAPENO PEPPERS,MED;170;71,88;1,82;13,49;10,26;2,599999905;0,3;2,55
06279;SOUP,LIPTON,SOUP SECRETS EX NOODLE,MIX,DRY;374;4,26;14,06;6,77;65,1;6,519999981;2,5;9,79
06280;SOUP,LIPTON,SOUP SECRETS SPIRAL PASTA SOUP,MIX,DRY;353;4;12,22;4,88;63,63;8,630000114;2,3;15,27
06281;SOUP,LIPTON,SOUP SECRETS CHICK NOODLE,MIX,DRY;385;4;17,31;9,91;56,52;7,989999771;2;12,26
06282;SOUP,LIPTON,SOUP SECRETS RING-O-NOODLE;388;4;12,96;11,65;58,28;7,230000019;2,1;13,11
06283;SOUP,LIPTON,SOUP SECRETS GIGGLE NOODLE,MIX,DRY;387;3,89;13,28;11,19;60,34;6,869999886;2,2;11,3
06284;SOUP,LIPTON,SOUP SECRETS NOODLE W/REAL CHICK BROTH,MIX,DRY;388;3,62;12,83;12,04;57,37;7,519999981;2,1;14,14
06286;SOUP,LIPTON,CUP-A-SOUP BROCCOLI&CHS,MIX,DRY;418;4;11,35;18,3;55,64;13,43000031;4,5;10,71
06287;SOUP,LIPTON,CUP-A-SOUP HEARTY CHICK SUPREME,MIX,DRY;429;4;5,02;17,86;64,87;9,680000305;3,1;8,25
06288;SOUP,LIPTON,CUP-A-SOUP HEARTY CHICK NOODLE,MIX,DRY;384;4;16,07;7,29;63,53;1,200000048;1,9;9,11
06289;SOUP,LIPTON,CUP-A-SOUP CHICK NOODLE W/MEAT;381;4;15,76;8,02;61,85;1,580000043;2,3;10,37
06290;SOUP,LIPTON,CUP-A-SOUP CRM OF CHICK,MIX,DRY;401;4;4,52;12,8;68,67;11,97999954;3;10,01
06291;SOUP,LIPTON,CUP-A-SOUP CHICK FLAVOR VEG;374;4;9,87;7,4;68,85;2,839999914;2,1;9,88
06292;SOUP,LIPTON,CUP-A-SOUP RING NOODLE,MIX,DRY;381;4;11,09;7,92;66,68;1,269999981;1,5;10,31
06293;SOUP,LIPTON,CUP-A-SOUP TOMATO,MIX,DRY;366;4;8,84;3,45;76,79;53,74000168;2,2;6,92
06294;SOUP,LIPTON,CUP-A-SOUP GRN PEA,MIX,DRY;358;4;21,2;5,4;58,61;4,179999828;14,9;10,79
06295;SOUP,LIPTON,CUP-A-SOUP CRM OF MUSHROOM,MIX,DRY;399;4;5,15;14,09;65,23;9,579999924;3,3;11,53
06296;SOUP,LIPTON,CUP-A-SOUP SPRING VEG,MIX,DRY;361;4;13,26;7,58;63,32;9,399999619;5;11,84
06297;SOUP,LIPTON,FAT FREE CUP-A-SOUP CHICK BROTH,MIX,DRY;307;4;20,1;2,28;54,02;3,769999981;0,1;19,6
06298;SOUP,LIPTON,FAT FREE CUP-A-SOUP CHICKEN/PASTA,MIX,DRY;340;4;16,3;2,6;64;1,399999976;1,2;13,1
06299;SOUP,LIPTON,KETTLE CREATIONS HOMESTYLE LENTIL,MIX,DRY;354;4;20,71;3,29;62,49;3,25;14,6;9,51
06300;SOUP,LIPTON,KETTLE CREATIONS CHICK W/PASTA&BEAN,MIX,DRY;353;4;15,57;4,29;64,71;4,690000057;8,6;11,43
06301;SOUP,LIPTON,RECIPE SECRETS VEG,MIX,DRY;276;4;8,11;2,32;64,71;19,92000008;10,2;20,86
06302;SOUP,LIPTON,RECIPE SECRETS ONION MUSHROOM,MIX,DRY;322;4;8,42;7,86;57,45;0,579999983;3,2;22,26
06305;SOUP,LIPTON,RECIPE SECRETS SAVORY HERB W/GARLIC,MIX,DRY;343;4;10,54;4,42;67,09;6,119999886;3,2;13,95
06307;SAUCE,KRAFT BARBECUE SAU ORIGINAL;116;67,7;0,5;0,3;26,1;21,70000076;0,9;3,4
06308;SAUCE,KRAFT BARBECUE SAU HICKORY SMOKE;116;67,6;0,5;0,3;26,2;21,70000076;0,9;3,4
06358;SOUP,TOMATO BISQUE,CND,PREP W/EQ VOLUME MILK,COMM;79;81,51;2,51;2,63;11,73;;0,2;1,63
06359;SOUP,TOMATO,CND,PREP W/EQ VOLUME MILK,COMM;65;84,58;2,46;2,42;8,99;6,230000019;1,1;1,55
06401;SOUP,CRM OF ASPARAGUS,CND,PREP W/EQ VOLUME H2O,COMM;35;91,8;0,94;1,68;4,38;;0,2;1,21
06402;SOUP,BLACK BEAN,CND,PREP W/EQ VOLUME H2O,COMM;47;87,27;2,28;0,61;8,02;1,200000048;1,8;1,51
06404;SOUP,BEAN W/PORK,CND,PREP W/EQ VOLUME H2O,COMM;68;84,16;3,12;2,35;9,01;1,179999948;3,4;1,36
06406;SOUP,BEAN W/FRANKFURTERS,CND,PREP W/EQ VOLUME H2O,COMM;75;83,03;3,99;2,79;8,8;;;1,39
06409;SOUP,BF NOODLE,CND,PREP W/EQ VOLUME H2O,COMM;34;91,99;1,98;1,26;3,68;0,620000005;0,3;1,09
06410;SOUP,CRM OF CELERY,CND,PREP W/EQ VOLUME H2O,COMM;37;92,27;0,68;2,29;3,62;;0,3;1,15
06411;SOUP,CHS,CND,PREP W/EQ VOLUME H2O,COMM;63;88,12;2,19;4,24;4,26;;0,4;1,19
06412;SOUP,CHICK W/DUMPLINGS,CND,PREP W/EQ VOLUME H2O,COMM;40;91,78;2,33;2,29;2,51;0,330000013;0,2;1,1
06413;SOUP,CHICK BROTH,CND,PREP W/EQ VOLUME H2O,COMM;16;95,95;2,02;0,57;0,38;0,289999992;0;1,02
06416;SOUP,CRM OF CHICK,CND,PREP W/EQ VOLUME H2O,COMM;48;90,62;1,41;3,02;3,8;;0,1;1,17
06417;SOUP,CHICK GUMBO,CND,PREP W/EQ VOLUME H2O,COMM;23;93,84;1,08;0,59;3,43;1,019999981;0,8;1,06
06419;SOUP,CHICK NOODLE,CND,PREP W/EQ VOLUME H2O,COMM;31;91,99;1,68;1,02;3,88;0,109999999;0,3;1,2
06423;SOUP,CHICK W/RICE,CND,PREP W/EQ VOLUME H2O,COMM;25;93,82;1,47;0,79;2,97;0,319999993;0,3;0,95
06425;SOUP,CHICK VEG,CND,PREP W/EQ VOLUME H2O,COMM;31;92,64;1,5;1,18;3,56;0,540000021;0,4;1,13
06426;SOUP,CHILI BF,CND,PREP W/EQ VOLUME H2O,COMM;68;84,69;2,68;2,64;8,58;2,890000105;3,8;1,42
06428;SOUP,CLAM CHOWDER,MANHATTAN,CND,PREP W/EQ VOLUME H2O;32;91,87;0,9;0,91;5,01;0,469999999;0,6;1,31
06430;SOUP,CLAM CHOWDER,NEW ENGLAND,CND,PREP W/EQ VOLUME H2O,COMM;39;90,54;1,97;1,18;5,09;0,090000004;0,6;1,22
06432;SOUP,BF BROTH,BOUILLON,CONSOMME,PREP W/EQ VOLUME H2O,COMM;12;96,24;2,22;0;0,73;;0;0,81
06440;SOUP,MINESTRONE,CND,PREP W/EQ VOLUME H2O,COMM;34;91,33;1,77;1,04;4,66;;0,4;1,19
06442;SOUP,MUSHROOM BARLEY,CND,PREP W/EQ VOLUME H2O,COMM;30;92,4;0,77;0,93;4,8;;0,3;1,1
06443;SOUP,CRM OF MUSHROOM,CND,PREP W/EQ VOLUME H2O,COMM;53;90,33;0,95;3,68;3,81;0,600000024;0,2;1,16
06444;SOUP,MUSHROOM W/BF STOCK,CND,PREP W/EQ VOLUME H2O,COMM;35;92,08;1,29;1,65;3,81;;0,3;1,17
06445;SOUP,ONION,CND,PREP W/EQ VOLUME H2O,COMM;24;93,06;1,56;0,72;3,39;1,269999981;0,4;1,27
06446;SOUP,CRM OF ONION,CND,PREP W/EQ VOLUME H2O,COMM;44;90,5;1,13;2,16;5,2;;0,4;1,1
06448;SOUP,OYSTER STEW,CND,PREP W/EQ VOLUME H2O,COMM;24;94,86;0,87;1,59;1,69;;;0,99
06449;SOUP,PEA,GRN,CND,PREP W/EQ VOLUME H2O,COMM;66;83,47;3,44;1,17;10,6;3,25999999;2;1,32
06451;SOUP,PEA,SPLIT W/HAM,CND,PREP W/EQ VOLUME H2O,COMM;75;81,77;4,08;1,74;11,05;;0,9;1,36
06452;SOUP,PEPPERPOT,CND,PREP W/EQ VOLUME H2O,COMM;43;90,15;2,64;1,92;3,89;0,449999988;0,2;1,4
06453;SOUP,CRM OF POTATO,CND,PREP W/EQ VOLUME H2O,COMM;30;92,49;0,72;0,97;4,7;;0,2;1,14
06455;SOUP,SCOTCH BROTH,CND,PREP W/EQ VOLUME H2O,COMM;33;91,76;2,06;1,09;3,93;0,25999999;0,5;1,17
06456;SOUP,CRM OF SHRIMP,CND,PREP W/EQ VOLUME H2O,COMM;37;92,21;1,14;2,13;3,36;0,239999995;0,1;1,16
06460;SOUP,STOCKPOT,CND,PREP W/EQ VOLUME H2O,COMM;40;90,58;1,97;1,58;4,65;;;1,22
06461;SOUP,TOMATO BF W/NOODLE,CND,PREP W/EQ VOLUME H2O,COMM;57;86,67;1,83;1,76;8,67;0,289999992;0,6;1,07
06463;SOUP,TOMATO RICE,CND,PREP W/EQ VOLUME H2O,COMM;48;88,11;0,85;1,1;8,88;2,980000019;0,6;1,05
06465;SOUP,TURKEY NOODLE,CND,PREP W/EQ VOLUME H2O,COMM;28;92,99;1,6;0,82;3,54;;0,3;1,06
06466;SOUP,TURKEY VEG,CND,PREP W/EQ VOLUME H2O,COMM;30;92,89;1,28;1,26;3,58;;0,2;0,99
06468;SOUP,VEGETARIAN VEG,CND,PREP W/EQ VOLUME H2O,COMM;30;92,33;0,87;0,8;4,97;1,450000048;0,2;1,03
06471;SOUP,VEG BF,PREP W/EQ VOLUME H2O,COMM;32;91,61;2,29;0,78;4,17;0,569999993;0,2;1,16
06472;SOUP,VEG W/BF BROTH,CND,PREP W/EQ VOLUME H2O,COMM;34;91,5;1,23;0,79;5,44;1,309999943;0,2;1,04
06473;SOUP,CRM OF ASPARAGUS,DEHYD,PREP W/H2O;23;93,9;0,88;0,69;3,57;;;0,96
06474;SOUP,BEAN W/BACON,DEHYD,PREP W/H2O;40;89,73;2,07;0,81;6,18;0,230000004;3,4;1,21
06475;SOUP,BF BROTH OR BOUILLON,PDR,PREP W/H2O;8;96,74;0,52;0,29;0,77;0,50999999;0;1,67
06476;SOUP,BF BROTH,CUBED,PREP W/H2O;3;98,03;0,35;0,08;0,33;0,25999999;0;1,21
06477;SOUP,BF NOODLE,DEHYD,PREP W/H2O;16;95,32;0,88;0,32;2,4;;0,3;1,09
06478;SOUP,CAULIFLOWER,DEHYD,PREP W/H2O;27;92,93;1,13;0,67;4,19;;;1,08
06479;SOUP,CRM OF CELERY,DEHYD,PREP W/H2O;25;93,45;1,03;0,64;3,84;;;1,04
06480;SOUP,CHICK BROTH OR BOUILLON,DEHYD,PREP W/H2O;9;96,8;0,55;0,45;0,59;0,589999974;0;1,61
06481;SOUP,CHICK BROTH CUBES,DEHYD,PREP W/H2O;5;97,43;0,39;0,12;0,62;;;1,44
06483;SOUP,CRM OF CHICK,DEHYD,PREP W/H2O;41;90,94;0,68;2,04;5,11;1,590000033;0,1;1,22
06485;SOUP,CHICK RICE,DEHYD,PREP W/H2O;24;93,84;0,97;0,57;3,66;0,289999992;0,3;0,97
06486;SOUP,CHICK VEG,DEHYD,PREP W/H2O;20;94,61;1,07;0,32;3,11;;;0,89
06489;SOUP,CONSOMME W/GELATIN,DEHYD,PREP W/H2O;7;94,97;0,87;0,01;0,83;0,449999988;0;3,33
06490;SOUP,LEEK,DEHYD,PREP W/H2O;28;92,78;0,83;0,81;4,5;0,75999999;1,2;1,08
06492;SOUP,MINESTRONE,DEHYD,PREP W/H2O;31;91,67;1,75;0,68;4,69;;;1,21
06493;SOUP,MUSHROOM,DEHYD,PREP W/H2O;38;91,66;0,88;1,92;4,4;0,189999998;0,3;1,14
06494;SOUP,ONION,DEHYD,PREP W/H2O;11;96,29;0,45;0,23;2,06;0,949999988;0,4;0,97
06495;SOUP,OXTAIL,DEHYD,PREP W/H2O;28;92,96;1,11;1,01;3,54;0,980000019;0,2;1,38
06496;SOUP,PEA,GRN,MIX,DEHYD,PREP W/H2O;49;86,79;2,83;0,58;8,37;1,059999943;1,1;1,42
06498;SOUP,TOMATO,DEHYD,PREP W/H2O;39;89,7;0,93;0,9;7,32;3,910000086;0,2;1,16
06499;SOUP,TOMATO VEG,DEHYD,PREP W/H2O;22;93,52;0,79;0,34;4,04;0,959999979;0,2;1,32
06500;SOUP,VEG BF,DEHYD,PREP W/H2O;21;94,15;1,16;0,44;3,17;0,310000002;0,2;1,07
06501;SOUP,CRM OF VEG,DEHYD,PREP W/H2O;41;91,18;0,73;2,19;4,73;0,170000002;0,2;1,17
06528;SOUP,CHICK NOODLE,DEHYD,PREP W/H2O;23;94,16;0,84;0,55;3,67;0,310000002;0,1;0,78
06547;SOUP,BF MUSHROOM,CND,PREP W/EQ VOLUME H2O,COMM;30;92,6;2,37;1,23;2,6;;0,1;1,2
06549;SOUP,CHICK MUSHROOM,CND,PREP W/EQ VOLUME H2O,COMM;54;90;1,8;3,75;3,8;;0,1;0,6
06555;SAUCE,HOLLANDAISE,W/BUTTERFAT,DEHYD,PREP W/H2O;92;83,81;1,82;7,62;5,31;1,480000019;0,3;1,45
06558;SOUP,TOMATO BISQUE,CND,PREP W/EQ VOLUME H2O,COMM;50;87,17;0,92;1,02;9,6;;0,2;1,29
06559;SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM;35;90,36;0,84;0,79;6,8;3,680000067;0,2;1,21
06561;GRAVY,NESTLE,TRIO BROWN GRAVY MIX,DRY;406;4,81;10,42;14,78;57,86;14;3,5;12,13
06562;GRAVY,CUSTOM FOODS,SUPERB INST BROWN GRAVY MIX,DRY;380;5,51;8,53;11,85;59,78;9,229999542;3,2;14,34
06563;GRAVY,NESTLE,TRIO SOUTHERN GRAVY MIX,DRY;481;3,68;2,46;25,45;60,51;6;0;7,9
06564;GRAVY,CUSTOM FOODS,SUPERB COUNTRY GRAVY MIX,DRY;481;5,41;8,1;26,08;53,58;9,050000191;4,9;6,84
06565;GRAVY,CUSTOM FOODS,RED LABEL AU JUS BASE,DRY;191;9,72;15,68;4,01;22,98;13,02000046;3,1;47,62
06566;GRAVY,NESTLE,TRIO AU JUS GRAVY MIX,DRY;280;3,62;0,91;5,01;57,83;1,600000024;1;32,63
06567;GRAVY,CUSTOM FOODS,SUPERB INST AU JUS MIX,DRY;296;2,37;21,15;5,99;39,44;18,48999977;3;31,05
06568;GRAVY,CUSTOM FOODS,SUPERB PEPPERED OLD-FASH BISCUIT MIX,DRY;500;5,69;6,57;29,64;51,87;4,980000019;2,7;6,24
06569;GRAVY,CUSTOM FOODS,SUPERB INST PORK GRAVY MIX,DRY;363;5,29;8,33;7,88;64,72;12,38000011;2,4;13,78
06570;GRAVY,CUSTOM FOODS,SUPERB INST BF GRAVY MIX,DRY;369;4,65;9,8;9,48;61,1;10,71000004;4,3;14,97
06571;GRAVY,CUSTOM FOODS,SUPERB OLD-FASH BISCUIT MIX,DRY;495;5,17;6,56;28,03;54,23;8,43999958;4,8;6,01
06572;GRAVY,NESTLE,TRIO COUNTRY GRAVY MIX,DRY;433;4,2;9,08;15,27;64,87;28,5;9;6,59
06573;GRAVY,CUSTOM FOODS,SUPERB INST CHICK GRAVY MIX,DRY;395;5,9;10,2;14,23;56,54;14,07999992;3,2;13,13
06574;GRAVY,NESTLE,TRIO CHICK GRAVY MIX,DRY;405;3,81;11,4;11,8;63,22;10,19999981;1,4;9,77
06576;GRAVY,CUSTOM FOODS,SUPERB INST TURKEY GRAVY MIX,DRY;409;5,24;11,72;14,66;57,56;6,559999943;3,8;10,82
06577;GRAVY,NESTLE,TRIO TURKEY GRAVY MIX,DRY;362;5,05;8,57;4,34;72,05;6,800000191;1,5;9,99
06579;GRAVY,HEINZ,HEINZ HOME STYLE SAVORY BROWN GRAVY,CND;41;89,9;1,5;1,3;5,69;;;1,6
06581;SOUP,OODLES OF NOODLES RAMEN NOODLE ORIENTAL FLAVOR, DRY;453;4,7;9,3;17,1;65,5;;;3,4
06582;SOUP,NISSIN,CUP NOODLES,RAMEN NOODLE,CHICK FLAVOR,DRY MIX;463;5,9;8,7;22;57,5;;;5,9
06583;SOUP,RAMEN NOODLE,ANY FLAVOR,DEHYD,DRY;453;4,7;9,3;17,1;65,5;0,730000019;2,4;3,4
06584;SOUP,BROCCOLI CHS,CND,COND,COMM;87;82,7;2,1;5,3;7,7;2,119999886;1,8;2,3
06710;SAUCE,CUSTOM FOODS,RED LABEL ALLPURP ITALIAN SAU MIX,DRY;346;3,11;2,86;3,52;75,69;25,82999992;4,8;14,82
06711;SAUCE,NESTLE,TRIO ALFREDO SAU MIX,DRY;535;2,05;15,32;36,35;36,52;5,400000095;2;9,76
06713;SAUCE,NESTLE,TRIO CHS SAU MIX,DRY;446;3,53;7,38;19,15;60,91;10,80000019;0;9,03
06714;SAUCE,NESTLE,TRIO NACHO CHS SAU MIX,DRY;428;3,52;8,95;15,52;63,06;10,69999981;0,6;8,95
06715;SAUCE,CUSTOM FOODS,SUPERB INST NACHO CHS SAU MIX,DRY;420;4,49;7,99;18,31;55,93;9,56000042;2,8;13,28
06716;SAUCE,CUSTOM FOODS,SUPERB INST CHEDDAR CHS SAU MIX,DRY;423;4,88;7,94;18,32;56,51;10,44999981;4,4;12,36
06720;SAUCE,CHS SAU MIX,DRY;438;3,78;7,68;18,33;60,52;10,26000023;1;9,67
06721;SAUCE,CPC,KNORR ALFREDO SAU,DRY MIX;412;5,55;14,8;18,1;47,5;;;14
06722;SOUP,LIPTON,RECIPE SECRETS BEEFY MUSHROOM,MIX,DRY;298;4;7,76;3,43;60,22;14,17000008;1;24,59
06723;SOUP,LIPTON,RECIPE SECRETS FIESTA HERB W/RED,MIX,DRY;322;4;10,66;3,77;64,44;7,460000038;4,6;17,13
06724;SOUP,LIPTON,RECIPE SECRETS BEEFY ONION,MIX,DRY;314;4;6,47;7,93;58,53;6,590000153;4,4;23,07
06725;SOUP,CHICK CORN CHOWDER,CHUNKY,RTS,SINGLE BRAND;99;82,1;3,1;6,3;7,5;;0,9;1
06726;SOUP,CHICK MUSHROOM CHOWDER,CHUNKY,RTS,SINGLE BRAND;80;84,2;3;4,4;7,1;;1,4;1,3
06727;SOUP,CHICK NOODLE,CHUNKY,RTS,SINGLE BRAND;47;88,7;3,2;1,3;5,7;;;1,1
06728;SOUP,POTATO HAM CHOWDER,CHUNKY,RTS,SINGLE BRAND;80;85,3;2,7;5,2;5,6;;0,6;1,2
06729;SOUP,SIRLOIN BURGER W/VEG,RTS,SINGLE BRAND;77;84,1;4,2;3,7;6,8;;2,3;1,2
06730;SOUP,SPLIT PEA W/ HAM,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND;76;81;5,2;1,1;11,3;;;1,4
06731;SOUP,BEAN W/BACON,COND,SINGLE BRAND;117;70,9;6,5;2,1;18;;4,6;2,5
06732;SOUP,BF BROTH,CND,COND,SINGLE BRAND;18;94,6;2,6;1;0;;;2,1
06733;SOUP,BF W/VEG&BARLEY,CND,COND,SINGLE BRAND;61;84,6;3,9;1,4;8,2;;;1,9
06734;SOUP,CHICK W/STAR-SHAPED PASTA,CND,COND,SINGLE BRAND;50;86,8;2,3;1,4;7,1;;;2,4
06736;SOUP,CRM OF CHICK,CND,COND,SINGLE BRAND;99;81,4;2,4;6,5;7,7;;;2
06738;SOUP,SPLIT PEA W/HAM&BACON,CND,COND,SINGLE BRAND;140;65,4;8,6;2,3;21,2;;3;2,5
06739;SOUP,VEG BF,CND,COND,SINGLE BRAND;53;86;3,8;0,8;7,7;;;1,7
06740;SOUP,CHICK VEG,CHUNKY,RED FAT,RED NA,RTS,SINGLE BRAND;40;89,5;2,7;0,5;6,3;;;1
06741;SOUP,CHICK NOODLE W/CELERY&CARROTS,HOMESTYLE,RTS,SINGLE BRAN;31;92,7;2,1;1,1;3,1;;;1
06742;SOUP,VEG BF,MICROWAVABLE,RTS,SINGLE BRAND;44;88,6;6,2;0,7;3,3;;1,5;1,2
06746;GRAVY,PEPPERIDGE FARM HEARTY BF GRAVY,GLASS JAR;43;88,4;3;0,7;6,2;;;1,7
06747;SOUP,PROGRESSO CHICK&WILD RICE W/VEG;39;90,5;2,5;0,9;5;;;1
06748;SOUP,PROGRESSO HEALTHY CLASSICS BF BARLEY,99% FAT FREE;57;86,1;5,1;0,68;7,1;;1,5;0,8
06749;SOUP,BF W/COUNTRY VEG,CHUNKY,RTS,SINGLE BRAND;63;85,3;5,1;1,8;6,6;;;1,2
06800;GRAVY,NESTLE,CHEF-MATE COUNTRY SAUSAGE GRAVY,RTS;155;75,33;4,6;12,4;6,28;0,779999971;0,7;1,39
06903;SAUCE,NESTLE,LJ MINOR CREOLE SAU,RTS;40;89,27;1,49;1,11;5,98;4,699999809;1,3;2,15
06905;SAUCE,NESTLE,LJ MINOR LEMON SAU,RTS;134;67,15;0,22;0,59;31,92;24,5;0;0,13
06907;SAUCE,NESTLE,CHEF-MATE SHARP CHEDDAR CHS SAU,READY-TO -SERVE;211;67,63;8,66;18,27;2,9;0,529999971;1;2,54
06908;SAUCE,NESTLE,CHEF-MATE GOLDEN CHS SAU,RTS;220;64,76;10,65;18,07;3,65;0,699999988;1,1;2,87
06909;SAUCE,NESTLE,ORTEGA MILD NACHO CHS SAU,RTS;189;70,43;7,17;16,07;4;0;0,8;2,33
06910;SAUCE,NESTLE,ORTEGA NACHO CHS SAU,RTS;203;66,5;8,32;16,03;6,38;0,730000019;0,7;2,77
06921;SAUCE,NESTLE,CHEF-MATE BASIC CHEDDAR CHS SAU,RTS;132;74,21;2,9;7,58;12,93;0,159999996;0;2,38
06922;SAUCE,NESTLE,QUE BUENO JALAPENO CHS SAU,RTS;129;74,22;3,19;7,46;12,3;0,189999998;0;2,83
06930;SAUCE,CHS,RTS;174;70,5;6,71;13,29;6,83;0,419999987;0,5;2,67
06931;SAUCE,PASTA,SPAGHETTI/MARINARA,RTS;74;82,4;1,95;2,38;11,27;8,880000114;0,4;2,01
06932;SAUCE,PREGO 100% NAT SPAGHETTI SAU,TRADITIONAL,JAR;105;76,8;1,7;3,9;16;8,100000381;3,1;1,9
06933;SAUCE,LIPTON,RAGU OLD WORLD STYLE SMOOTH PASTA SAU,TRAD,JAR;64;84,4;1,5;2,1;9,69;4,300000191;2,1;2,3
06955;SOUP,CRM OF CHICK,CND,COND,RED NA;58;85,8;1,8;1,3;9,5;0,389999986;0,4;1,5
06956;SOUP,TOMATO,CND,COND,RED NA;35;90,4;0,8;0,8;6,8;3,200000048;0,2;0,68
